Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/Y61.sam
AT5G02870	4278.75
AT5G02880	220.50
AT5G02890	649.50
AT5G02900	0
AT5G02910	141
AT5G02920	0
AT5G02930	1
AT5G02940	616.50
AT5G02950	14
AT5G02960	10529.08
AT5G02970	260
AT5G02980	0
AT5G02990	0.50
AT5G03000	0
AT5G03010	3
AT5G03020	45.50
AT5G03030	598.50
AT5G03040	2399.00
AT5G03050	163.50
AT5G03060	4
AT5G03070	112
AT5G03080	687.50
AT5G03090	7
AT5G03100	47
AT5G03110	181
AT5G03120	1329.88
AT5G03130	14
AT5G03140	361
AT5G03150	141
AT5G03160	423.50
AT5G03170	136
AT5G03180	61.50
AT5G03190	444
AT5G03200	249
AT5G03204	2
AT5G03210	51.50
AT5G03220	280.50
AT5G03230	640
AT5G03240	7503.25
AT5G03250	15.50
AT5G03260	51
AT5G03270	9
AT5G03280	714.50
AT5G03285	95
AT5G03290	2166.50
AT5G03300	1855
AT5G03310	8.50
AT5G03320	382.50
AT5G03330	124
AT5G03340	299.50
AT5G03345	988.33
AT5G03350	2629.50
AT5G03360	91.50
AT5G03370	581
AT5G03380	804
AT5G03390	95
AT5G03400	0
AT5G03406	93
AT5G03415	158.50
AT5G03420	263
AT5G03430	569.00
AT5G03435	8
AT5G03440	264
AT5G03445	0
AT5G03450	110
AT5G03452	0
AT5G03455	2874.00
AT5G03460	2187.67
AT5G03470	387.50
AT5G03480	4
AT5G03490	562.17
AT5G03495	25
AT5G03500	283.50
AT5G03510	23
AT5G03520	1032.50
AT5G03530	242
AT5G03540	536.50
AT5G03545	197.50
AT5G03550	0
AT5G03552	95
AT5G03555	570.50
AT5G03560	321
AT5G03570	0.96
AT5G03580	0
AT5G03590	0
AT5G03600	0
AT5G03610	408.50
AT5G03620	2
AT5G03630	2889.50
AT5G03640	17
AT5G03650	734.96
AT5G03660	1167
AT5G03668	27.50
AT5G03670	46.50
AT5G03680	26
AT5G03690	236.50
AT5G03700	129
AT5G03705	0
AT5G03710	0
AT5G03720	50
AT5G03730	1249.00
AT5G03740	667.50
AT5G03745	0
AT5G03750	0
AT5G03760	1109.83
AT5G03770	35
AT5G03775	0
AT5G03780	23
AT5G03790	1
AT5G03795	3
AT5G03800	54
AT5G03810	0
AT5G03820	0
AT5G03830	77.50
AT5G03837	0
AT5G03840	8
AT5G03850	3825
AT5G03860	7
AT5G03870	38
AT5G03880	4824.50
AT5G03890	2
AT5G03900	513.50
AT5G03905	491
AT5G03910	644.83
AT5G03920	2
AT5G03930	1
AT5G03940	1398.83
AT5G03944	0
AT5G03960	12
AT5G03970	114.50
AT5G03980	0
AT5G03990	112
AT5G03995	27.50
AT5G04000	19
AT5G04010	0
AT5G04020	113
AT5G04030	0
AT5G04040	286
AT5G04045	0
AT5G04047	0
AT5G04050	43
AT5G04060	220.50
AT5G04070	88
AT5G04080	161.50
AT5G04090	236
AT5G04110	137.50
AT5G04120	0
AT5G04130	254
AT5G04140	7250.50
AT5G04150	31.50
AT5G04160	561.50
AT5G04170	2168
AT5G04180	49.50
AT5G04190	64.50
AT5G04200	62
AT5G04210	4.50
AT5G04220	57.00
AT5G04230	212
AT5G04238	6.50
AT5G04240	86.50
AT5G04250	79
AT5G04260	969.50
AT5G04267	0
AT5G04270	104
AT5G04275	7
AT5G04280	414
AT5G04290	163
AT5G04310	74
AT5G04320	50.50
AT5G04330	133.50
AT5G04340	503.50
AT5G04347	0
AT5G04350	0
AT5G04360	381.50
AT5G04370	0
AT5G04380	0
AT5G04386	0
AT5G04390	16
AT5G04400	1
AT5G04410	843
AT5G04420	414
AT5G04430	2219.50
AT5G04440	1557.83
AT5G04460	159
AT5G04470	271.50
AT5G04480	187.50
AT5G04490	925.50
AT5G04500	0
AT5G04510	409.50
AT5G04520	133.50
AT5G04530	798
AT5G04540	166.50
AT5G04550	1025.50
AT5G04560	293
AT5G04590	7249.33
AT5G04600	831.50
AT5G04610	36.50
AT5G04620	137
AT5G04630	5
AT5G04640	0
AT5G04660	162
AT5G04670	124
AT5G04680	11
AT5G04690	16
AT5G04700	40
AT5G04710	529.50
AT5G04720	625.50
AT5G04730	0
AT5G04740	956
AT5G04750	1058
AT5G04760	537
AT5G04770	158.50
AT5G04780	4
AT5G04790	31
AT5G04800	1346
AT5G04810	566.50
AT5G04820	270
AT5G04830	1487.33
AT5G04840	62
AT5G04850	522.50
AT5G04853	0
AT5G04860	73.33
AT5G04870	766
AT5G04885	368.83
AT5G04890	42.00
AT5G04895	18
AT5G04900	457
AT5G04910	189
AT5G04920	679.50
AT5G04930	955.50
AT5G04940	146
AT5G04950	337
AT5G04960	0
AT5G04970	1
AT5G04980	75
AT5G04990	682.50
AT5G05000	575.00
AT5G05010	2689
AT5G05020	1.50
AT5G05030	0
AT5G05040	0
AT5G05050	0
AT5G05060	667
AT5G05070	0
AT5G05080	870
AT5G05090	500
AT5G05100	1229.50
AT5G05110	433
AT5G05113	0
AT5G05120	0
AT5G05130	40
AT5G05140	227.50
AT5G05150	0
AT5G05160	80
AT5G05170	4523.75
AT5G05180	77
AT5G05190	390
AT5G05200	3183.50
AT5G05210	182
AT5G05220	0
AT5G05230	270
AT5G05240	60
AT5G05250	819.50
AT5G05260	0
AT5G05270	892
AT5G05280	1
AT5G05282	1
AT5G05290	0
AT5G05300	164
AT5G05310	203
AT5G05320	73
AT5G05330	18
AT5G05340	56
AT5G05350	4
AT5G05360	666.50
AT5G05365	175.50
AT5G05370	870.50
AT5G05380	100
AT5G05390	0
AT5G05400	8
AT5G05410	25
AT5G05420	7
AT5G05430	48.00
AT5G05435	147.00
AT5G05440	1819.11
AT5G05450	330
AT5G05460	167.67
AT5G05470	133
AT5G05480	186
AT5G05490	4
AT5G05500	0
AT5G05510	3
AT5G05520	280.50
AT5G05530	0
AT5G05540	64
AT5G05550	162
AT5G05560	100
AT5G05570	120
AT5G05580	1132.25
AT5G05590	183.25
AT5G05598	2.50
AT5G05600	1229.50
AT5G05610	1145.50
AT5G05620	122
AT5G05630	31
AT5G05640	8
AT5G05650	0
AT5G05657	0
AT5G05660	417
AT5G05670	254.50
AT5G05680	51
AT5G05690	3990.33
AT5G05700	220
AT5G05710	214
AT5G05720	0
AT5G05730	793.50
AT5G05740	1301
AT5G05750	365
AT5G05760	195
AT5G05770	0
AT5G05780	890.50
AT5G05790	59.50
AT5G05795	0
AT5G05800	121
AT5G05810	75
AT5G05820	588.50
AT5G05830	264
AT5G05840	25
AT5G05850	315
AT5G05860	107
AT5G05870	152
AT5G05880	13
AT5G05890	142.50
AT5G05900	0
AT5G05910	0
AT5G05920	155
AT5G05930	278.00
AT5G05940	9
AT5G05945	1.50
AT5G05950	449.50
AT5G05960	639.50
AT5G05965	16
AT5G05970	109
AT5G05980	221
AT5G05985	0
AT5G05987	244
AT5G05990	237.50
AT5G06000	63
AT5G06010	0
AT5G06020	0
AT5G06030	0
AT5G06040	0
AT5G06043	0
AT5G06050	150
AT5G06060	926.50
AT5G06070	0
AT5G06080	0
AT5G06090	0
AT5G06100	200
AT5G06110	304
AT5G06120	187
AT5G06125	0
AT5G06130	1946.50
AT5G06140	464.00
AT5G06150	82
AT5G06160	170
AT5G06165	36
AT5G06170	0
AT5G06180	141.75
AT5G06190	58.25
AT5G06200	1
AT5G06210	468.00
AT5G06220	656.17
AT5G06230	85.17
AT5G06240	233
AT5G06250	13
AT5G06260	359.50
AT5G06265	207
AT5G06270	359.50
AT5G06280	480.58
AT5G06290	6333.00
AT5G06300	106
AT5G06310	156.83
AT5G06320	5924.42
AT5G06330	100.50
AT5G06340	1364.50
AT5G06350	73
AT5G06360	919.50
AT5G06370	829.50
AT5G06380	14
AT5G06390	1625.50
AT5G06400	14
AT5G06410	100
AT5G06420	56
AT5G06430	167.50
AT5G06440	223
AT5G06450	301
AT5G06460	252
AT5G06470	13
AT5G06480	51
AT5G06490	0
AT5G06500	0
AT5G06510	95
AT5G06520	0.50
AT5G06530	1143
AT5G06540	21
AT5G06550	93
AT5G06560	306.67
AT5G06570	82.50
AT5G06580	301
AT5G06590	23
AT5G06600	762.00
AT5G06610	121.50
AT5G06620	41.50
AT5G06630	0
AT5G06640	0
AT5G06650	3
AT5G06660	361
AT5G06670	20.50
AT5G06680	107
AT5G06685	0
AT5G06690	1348.83
AT5G06700	1607.00
AT5G06710	102
AT5G06720	47
AT5G06730	25
AT5G06740	1
AT5G06750	276
AT5G06755	0
AT5G06760	14
AT5G06770	261.50
AT5G06780	212
AT5G06790	260.50
AT5G06800	18
AT5G06810	76
AT5G06820	5
AT5G06830	155.00
AT5G06839	0
AT5G06850	28
AT5G06860	121
AT5G06865	121
AT5G06870	870
AT5G06890	0
AT5G06900	0
AT5G06905	0
AT5G06910	184.50
AT5G06920	0
AT5G06930	63
AT5G06940	16
AT5G06950	94
AT5G06960	91.50
AT5G06970	324.17
AT5G06980	269.50
AT5G06990	6
AT5G07000	207
AT5G07010	54.50
AT5G07020	9684.08
AT5G07030	919.50
AT5G07040	5
AT5G07050	0
AT5G07060	4
AT5G07070	39
AT5G07080	52.50
AT5G07090	4305.50
AT5G07100	152.50
AT5G07110	366
AT5G07120	258.50
AT5G07130	104
AT5G07135	0
AT5G07140	34
AT5G07150	72.33
AT5G07152	41.33
AT5G07160	0
AT5G07170	0
AT5G07180	43
AT5G07190	0
AT5G07200	0
AT5G07210	0
AT5G07220	2854.33
AT5G07225	0
AT5G07230	0
AT5G07240	508
AT5G07250	604
AT5G07260	3
AT5G07270	215.50
AT5G07280	22
AT5G07290	260
AT5G07300	951.50
AT5G07310	0
AT5G07315	0
AT5G07320	136.50
AT5G07322	69
AT5G07330	0
AT5G07340	448.50
AT5G07350	916.33
AT5G07360	372
AT5G07370	1394.83
AT5G07380	0
AT5G07390	0
AT5G07400	26
AT5G07410	0
AT5G07420	0
AT5G07430	0
AT5G07440	623
AT5G07450	0
AT5G07460	1200
AT5G07470	1233.50
AT5G07475	9
AT5G07480	0
AT5G07490	0
AT5G07500	3
AT5G07510	1
AT5G07520	5
AT5G07530	0
AT5G07540	0
AT5G07550	0
AT5G07560	5.33
AT5G07570	0
AT5G07571	16.33
AT5G07572	16.33
AT5G07580	1865.83
AT5G07590	149
AT5G07600	0
AT5G07610	97
AT5G07620	27
AT5G07625	0
AT5G07630	184.50
AT5G07640	0
AT5G07650	1
AT5G07660	18
AT5G07670	281
AT5G07675	0
AT5G07680	10
AT5G07690	159
AT5G07700	26
AT5G07710	108
AT5G07720	40
AT5G07730	168
AT5G07740	408
AT5G07760	19
AT5G07770	366.50
AT5G07780	8
AT5G07790	33
AT5G07800	40
AT5G07810	14
AT5G07820	40
AT5G07830	289.67
AT5G07840	151.83
AT5G07842	153.83
AT5G07850	0
AT5G07860	300.50
AT5G07870	127
AT5G07880	5
AT5G07890	89.50
AT5G07900	123.50
AT5G07910	344.50
AT5G07920	205
AT5G07930	0
AT5G07940	210.50
AT5G07950	175.50
AT5G07960	1234
AT5G07970	137.50
AT5G07980	138
AT5G07990	212
AT5G08000	493
AT5G08010	59
AT5G08020	41
AT5G08030	0
AT5G08040	1087
AT5G08050	6177
AT5G08055	0
AT5G08060	2198.50
AT5G08070	56
AT5G08075	0
AT5G08080	377
AT5G08090	0
AT5G08100	804
AT5G08110	40
AT5G08120	191
AT5G08130	616
AT5G08139	213.50
AT5G08141	0
AT5G08150	33
AT5G08160	1001.17
AT5G08170	308.50
AT5G08180	658.50
AT5G08185	242.00
AT5G08190	192
AT5G08200	237
AT5G08210	10.83
AT5G08220	4.33
AT5G08230	98.33
AT5G08240	385
AT5G08250	0
AT5G08260	2312.50
AT5G08270	163.50
AT5G08280	5843.33
AT5G08290	1872.83
AT5G08300	1693
AT5G08305	18
AT5G08310	19
AT5G08315	0
AT5G08320	353
AT5G08330	2714.50
AT5G08335	97
AT5G08340	132
AT5G08350	136
AT5G08360	21.50
AT5G08370	198.50
AT5G08380	618
AT5G08390	144.50
AT5G08391	4
AT5G08400	344
AT5G08410	4754.83
AT5G08415	274
AT5G08420	416.50
AT5G08430	213
AT5G08440	177
AT5G08450	554
AT5G08460	1
AT5G08470	208
AT5G08480	18
AT5G08490	5
AT5G08500	245
AT5G08505	0
AT5G08510	93
AT5G08520	747.50
AT5G08530	2959.50
AT5G08535	115
AT5G08540	1056.50
AT5G08550	135
AT5G08560	658
AT5G08565	203
AT5G08570	857.50
AT5G08580	203.50
AT5G08590	890.67
AT5G08600	9
AT5G08610	647
AT5G08620	170
AT5G08630	115
AT5G08640	1205
AT5G08650	2366.00
AT5G08660	224.50
AT5G08670	4744.75
AT5G08680	2711.87
AT5G08690	5417.04
AT5G08695	0
AT5G08710	262
AT5G08712	0
AT5G08717	0
AT5G08720	258
AT5G08730	1
AT5G08740	706.67
AT5G08750	200.50
AT5G08760	3492.33
AT5G08770	180
AT5G08780	73.50
AT5G08790	1019.50
AT5G09210	0
AT5G09220	2898.50
AT5G09225	773
AT5G09230	179
AT5G09240	162.50
AT5G09250	352.50
AT5G09260	111
AT5G09270	198.50
AT5G09280	3
AT5G09290	88.50
AT5G09300	89.50
AT5G09310	444
AT5G09320	157
AT5G09330	1184.50
AT5G09340	0
AT5G09345	0
AT5G09350	61
AT5G09360	0
AT5G09370	0
AT5G09380	86.50
AT5G09390	170.50
AT5G09400	235
AT5G09410	209
AT5G09420	81.50
AT5G09430	6
AT5G09440	790.50
AT5G09443	60
AT5G09445	59
AT5G09450	116.50
AT5G09460	218.15
AT5G09461	218.15
AT5G09462	218.15
AT5G09463	218.15
AT5G09470	10
AT5G09480	23
AT5G09490	0
AT5G09500	0
AT5G09510	2645
AT5G09520	1.50
AT5G09530	21.50
AT5G09540	32
AT5G09550	0.50
AT5G09560	0
AT5G09570	9
AT5G09580	21
AT5G09585	4
AT5G09590	348.33
AT5G09600	1596.58
AT5G09610	0
AT5G09620	841.50
AT5G09630	49
AT5G09640	3.50
AT5G09650	5019.50
AT5G09655	0
AT5G09660	15448.75
AT5G09670	273.33
AT5G09672	269.33
AT5G09680	516
AT5G09690	49
AT5G09700	3
AT5G09710	26.50
AT5G09711	0.50
AT5G09720	2
AT5G09730	16.50
AT5G09740	174
AT5G09750	1
AT5G09755	0
AT5G09760	367
AT5G09770	355
AT5G09780	0
AT5G09790	81.67
AT5G09800	102
AT5G09805	43
AT5G09810	6485
AT5G09820	385
AT5G09830	618.50
AT5G09840	26
AT5G09850	770.50
AT5G09860	347
AT5G09870	1348.08
AT5G09876	4
AT5G09880	247
AT5G09890	520.75
AT5G09900	963.50
AT5G09910	0
AT5G09920	566.50
AT5G09930	0
AT5G09940	0
AT5G09950	8
AT5G09960	576
AT5G09970	16
AT5G09975	0
AT5G09976	22
AT5G09978	0
AT5G09980	24
AT5G09990	61
AT5G09995	234
AT5G10000	0
AT5G10010	326
AT5G10020	406
AT5G10030	184.00
AT5G10040	0
AT5G10050	271.50
AT5G10060	191.50
AT5G10070	358
AT5G10080	47
AT5G10090	0
AT5G10100	4
AT5G10110	80
AT5G10120	0
AT5G10130	0
AT5G10140	49
AT5G10150	343
AT5G10160	600
AT5G10170	217.50
AT5G10180	1083.50
AT5G10190	445
AT5G10200	123
AT5G10210	1
AT5G10220	0
AT5G10230	3
AT5G10235	0
AT5G10240	196
AT5G10250	17
AT5G10260	32
AT5G10270	223.50
AT5G10278	0
AT5G10280	2
AT5G10290	215.50
AT5G10300	110
AT5G10310	82
AT5G10320	102
AT5G10330	456.75
AT5G10336	6
AT5G10340	0
AT5G10350	403.33
AT5G10360	4607.25
AT5G10370	84.50
AT5G10380	1652
AT5G10390	495
AT5G10400	707.67
AT5G10410	42
AT5G10420	0
AT5G10430	1253.50
AT5G10440	52
AT5G10450	14876.42
AT5G10455	0
AT5G10460	467.50
AT5G10470	628
AT5G10480	1851.75
AT5G10490	290.50
AT5G10500	0.50
AT5G10504	0
AT5G10510	14
AT5G10520	42
AT5G10525	0
AT5G10530	18.00
AT5G10540	1212.50
AT5G10550	579
AT5G10560	594.50
AT5G10570	43
AT5G10572	21.50
AT5G10580	0
AT5G10590	0
AT5G10600	136.50
AT5G10605	10
AT5G10610	344.50
AT5G10620	92.50
AT5G10625	29
AT5G10630	159.50
AT5G10650	154
AT5G10660	1
AT5G10680	12
AT5G10690	796
AT5G10695	495.50
AT5G10700	318.50
AT5G10710	213
AT5G10720	2.50
AT5G10730	441.50
AT5G10740	216
AT5G10745	472
AT5G10750	817.50
AT5G10760	5309.50
AT5G10770	441
AT5G10780	1303
AT5G10790	118.50
AT5G10800	24.50
AT5G10810	1019
AT5G10820	97
AT5G10830	127
AT5G10840	2319.75
AT5G10860	5516.00
AT5G10870	145
AT5G10880	0
AT5G10890	15
AT5G10900	53
AT5G10910	111.50
AT5G10920	442.50
AT5G10930	238.50
AT5G10940	180.50
AT5G10945	0
AT5G10946	78
AT5G10950	114
AT5G10960	2828.50
AT5G10970	59
AT5G10980	3293
AT5G10990	16
AT5G11000	1410.50
AT5G11010	176.50
AT5G11020	34
AT5G11027	0
AT5G11030	197.50
AT5G11040	363
AT5G11050	0
AT5G11060	1273.50
AT5G11070	3036.50
AT5G11080	0
AT5G11090	992
AT5G11100	3
AT5G11110	114
AT5G11130	0
AT5G11140	11
AT5G11150	807
AT5G11160	167
AT5G11170	2495.00
AT5G11180	0
AT5G11190	84
AT5G11200	1062.00
AT5G11210	18
AT5G11220	0
AT5G11225	0
AT5G11230	100
AT5G11240	143.50
AT5G11250	162
AT5G11260	529
AT5G11270	454
AT5G11280	670
AT5G11290	7
AT5G11300	29
AT5G11310	37.50
AT5G11320	11
AT5G11325	0
AT5G11330	863.50
AT5G11340	851
AT5G11350	124.50
AT5G11360	5.50
AT5G11370	0
AT5G11380	246
AT5G11390	59
AT5G11400	2
AT5G11410	31
AT5G11412	0
AT5G11416	0
AT5G11420	5663.50
AT5G11425	17
AT5G11430	260
AT5G11440	0
AT5G11450	3048.50
AT5G11460	156
AT5G11470	27
AT5G11475	0
AT5G11480	2818.92
AT5G11490	466
AT5G11500	1754.67
AT5G11510	35
AT5G11520	1923.50
AT5G11530	125
AT5G11540	24.50
AT5G11550	649.50
AT5G11560	904
AT5G11570	0
AT5G11580	706
AT5G11590	47.35
AT5G11600	130
AT5G11610	258
AT5G11620	13
AT5G11630	321
AT5G11640	297
AT5G11650	1156
AT5G11660	0
AT5G11670	6355.50
AT5G11680	606
AT5G11690	363
AT5G11700	863.85
AT5G11710	783.50
AT5G11720	507.17
AT5G11730	333.50
AT5G11740	14626.83
AT5G11750	283.50
AT5G11760	344.50
AT5G11770	3123.37
AT5G11780	18.67
AT5G11790	2246.00
AT5G11800	326
AT5G11810	541.50
AT5G11820	0
AT5G11830	0
AT5G11840	1197
AT5G11850	300.50
AT5G11860	448
AT5G11870	8
AT5G11880	844.58
AT5G11890	558
AT5G11900	598.33
AT5G11910	286.50
AT5G11920	220
AT5G11930	64
AT5G11940	3.50
AT5G11950	658
AT5G11960	694.00
AT5G11970	1582.50
AT5G11977	0
AT5G11980	439
AT5G11990	16
AT5G12000	0
AT5G12010	636.50
AT5G12020	0
AT5G12030	2
AT5G12040	1092.50
AT5G12043	0
AT5G12050	607
AT5G12060	0
AT5G12070	0
AT5G12080	226.50
AT5G12090	0
AT5G12100	23
AT5G12110	121
AT5G12120	827
AT5G12130	789.50
AT5G12140	4850.67
AT5G12150	1183.50
AT5G12170	986.83
AT5G12180	0
AT5G12190	823.50
AT5G12200	644.50
AT5G12210	994.50
AT5G12220	39
AT5G12230	265
AT5G12235	25
AT5G12236	2
AT5G12240	753
AT5G12250	3642.50
AT5G12260	197.50
AT5G12270	1
AT5G12280	0
AT5G12290	204
AT5G12300	55
AT5G12310	769.50
AT5G12320	358
AT5G12323	0
AT5G12330	39
AT5G12340	15.50
AT5G12350	220.50
AT5G12360	52.50
AT5G12370	1465
AT5G12380	13
AT5G12390	343.50
AT5G12400	95.50
AT5G12410	211.50
AT5G12420	138.50
AT5G12430	191.50
AT5G12440	252
AT5G12450	5
AT5G12460	0
AT5G12470	2897.50
AT5G12480	296.50
AT5G12840	374
AT5G12850	507.50
AT5G12860	10302.00
AT5G12870	13
AT5G12880	26
AT5G12890	718
AT5G12900	241
AT5G12910	0
AT5G12920	12
AT5G12930	158
AT5G12940	1088
AT5G12950	688.17
AT5G12960	19.83
AT5G12970	8
AT5G12980	255
AT5G12990	0
AT5G13000	542
AT5G13010	320.50
AT5G13020	627.50
AT5G13030	1434.33
AT5G13050	454.83
AT5G13060	65
AT5G13070	709
AT5G13080	94
AT5G13090	212
AT5G13100	1124
AT5G13110	411.00
AT5G13120	1766
AT5G13130	41.00
AT5G13140	1709.00
AT5G13150	0
AT5G13160	611.50
AT5G13170	0
AT5G13180	2712.19
AT5G13181	3
AT5G13190	1497.50
AT5G13200	567.83
AT5G13210	21.50
AT5G13220	143.33
AT5G13225	1
AT5G13230	7.50
AT5G13240	1154
AT5G13250	19
AT5G13260	520
AT5G13270	40.50
AT5G13280	450.50
AT5G13290	61
AT5G13300	398.50
AT5G13310	97
AT5G13320	236
AT5G13330	41
AT5G13340	43.50
AT5G13350	0
AT5G13360	165
AT5G13370	178
AT5G13380	0
AT5G13390	794.50
AT5G13400	606
AT5G13410	1199
AT5G13420	652
AT5G13430	2176
AT5G13440	2721
AT5G13450	2925
AT5G13460	60
AT5G13470	342
AT5G13480	226.75
AT5G13490	339
AT5G13500	847.50
AT5G13510	6853.50
AT5G13520	450.50
AT5G13530	243
AT5G13550	680
AT5G13560	695
AT5G13570	208
AT5G13580	4
AT5G13590	225
AT5G13600	1
AT5G13610	255
AT5G13620	0
AT5G13630	6704
AT5G13640	999.50
AT5G13650	8461.00
AT5G13660	65.50
AT5G13670	2.50
AT5G13680	180
AT5G13690	155.50
AT5G13700	45.50
AT5G13710	2488.25
AT5G13720	1385
AT5G13730	461
AT5G13740	718.50
AT5G13750	169
AT5G13760	355
AT5G13770	608.50
AT5G13780	1274
AT5G13790	16
AT5G13800	1063
AT5G13810	839
AT5G13820	22
AT5G13825	0
AT5G13830	18.50
AT5G13840	97
AT5G13845	0
AT5G13850	1415.50
AT5G13860	177.67
AT5G13870	81
AT5G13880	19
AT5G13887	0
AT5G13890	236.50
AT5G13900	5
AT5G13910	0
AT5G13917	0
AT5G13920	20.50
AT5G13930	4995.17
AT5G13940	1
AT5G13950	280
AT5G13960	86
AT5G13970	120
AT5G13980	595
AT5G13990	11
AT5G14000	18
AT5G14010	0
AT5G14011	0
AT5G14020	0
AT5G14030	3648.50
AT5G14035	0
AT5G14040	6542
AT5G14050	183
AT5G14060	1987.17
AT5G14070	12
AT5G14080	98.50
AT5G14090	108.50
AT5G14100	426.50
AT5G14105	673.50
AT5G14110	15
AT5G14120	4969.50
AT5G14130	11
AT5G14140	59
AT5G14150	0
AT5G14160	0
AT5G14170	600
AT5G14180	0
AT5G14200	1883.50
AT5G14210	248.50
AT5G14220	447.50
AT5G14230	154
AT5G14240	738
AT5G14250	343
AT5G14260	1713
AT5G14270	314
AT5G14280	292
AT5G14290	0
AT5G14300	0
AT5G14310	540.50
AT5G14320	14279.83
AT5G14330	12
AT5G14340	0
AT5G14345	0
AT5G14350	32
AT5G14360	28
AT5G14370	668
AT5G14380	28
AT5G14390	363.50
AT5G14400	0
AT5G14410	286.50
AT5G14420	444.50
AT5G14430	970
AT5G14440	281
AT5G14450	159
AT5G14460	549.50
AT5G14470	11
AT5G14480	203
AT5G14490	0
AT5G14495	0
AT5G14500	168
AT5G14510	23
AT5G14520	502
AT5G14530	128
AT5G14540	832.50
AT5G14545	38
AT5G14550	348.83
AT5G14560	19.50
AT5G14565	362.00
AT5G14570	362.00
AT5G14580	23
AT5G14590	578.50
AT5G14600	154
AT5G14602	0
AT5G14610	272
AT5G14620	110.50
AT5G14640	376.50
AT5G14650	14
AT5G14660	1476.33
AT5G14670	0
AT5G14680	455.50
AT5G14690	105
AT5G14700	404
AT5G14710	200.50
AT5G14720	626
AT5G14730	66
AT5G14740	39960.71
AT5G14750	1
AT5G14760	295
AT5G14770	18
AT5G14780	3266.25
AT5G14790	364
AT5G14800	1792.50
AT5G14820	9.58
AT5G14850	194
AT5G14860	2
AT5G14870	4
AT5G14880	392
AT5G14890	23
AT5G14900	0
AT5G14910	8206
AT5G14920	5441.42
AT5G14930	296
AT5G14940	49.50
AT5G14950	266
AT5G14960	23
AT5G14970	4355.50
AT5G14980	0
AT5G14990	0.50
AT5G14995	0
AT5G15000	0
AT5G15008	0
AT5G15010	14
AT5G15020	259
AT5G15022	24
AT5G15030	116
AT5G15040	0
AT5G15050	293
AT5G15060	0
AT5G15070	32
AT5G15080	258.50
AT5G15090	1913.50
AT5G15100	0
AT5G15110	0
AT5G15120	72
AT5G15130	9
AT5G15140	0
AT5G15150	23
AT5G15160	103
AT5G15170	118
AT5G15175	0
AT5G15180	27
AT5G15190	59.50
AT5G15200	7239.58
AT5G15210	635
AT5G15220	349
AT5G15230	3236.50
AT5G15240	58
AT5G15250	0
AT5G15254	1.50
AT5G15260	205.50
AT5G15265	15
AT5G15270	162
AT5G15280	38
AT5G15290	0
AT5G15300	13
AT5G15310	179.50
AT5G15320	1595.25
AT5G15330	145.50
AT5G15340	13
AT5G15350	2371
AT5G15360	1
AT5G15380	0
AT5G15390	337
AT5G15400	461
AT5G15410	4126.50
AT5G15420	2
AT5G15430	4
AT5G15440	318
AT5G15450	551.50
AT5G15460	152
AT5G15470	213
AT5G15480	3
AT5G15490	910.25
AT5G15500	42
AT5G15510	40
AT5G15520	338.50
AT5G15530	206.50
AT5G15540	106.50
AT5G15550	291.50
AT5G15560	0
AT5G15570	171
AT5G15580	333.50
AT5G15581	54.50
AT5G15600	70.50
AT5G15610	392
AT5G15620	0
AT5G15630	17
AT5G15640	459.50
AT5G15650	3751
AT5G15660	0
AT5G15670	0
AT5G15680	228.50
AT5G15690	0
AT5G15700	53
AT5G15710	68
AT5G15720	2
AT5G15725	0
AT5G15730	143
AT5G15740	339
AT5G15750	171
AT5G15760	145
AT5G15770	191.50
AT5G15780	2037.50
AT5G15790	110
AT5G15800	9
AT5G15802	278.50
AT5G15805	0.50
AT5G15810	266
AT5G15815	0
AT5G15820	47
AT5G15830	50
AT5G15833	0
AT5G15840	24
AT5G15845	274.00
AT5G15850	274.00
AT5G15853	1.33
AT5G15860	261
AT5G15870	485
AT5G15880	178.50
AT5G15890	1.50
AT5G15900	37
AT5G15910	312
AT5G15920	49
AT5G15930	272
AT5G15940	2
AT5G15948	356.83
AT5G15950	356.83
AT5G15960	20
AT5G15970	7869.33
AT5G15980	106.50
AT5G16000	205
AT5G16010	2870
AT5G16020	0
AT5G16023	4
AT5G16030	620
AT5G16040	281.50
AT5G16050	1733.75
AT5G16060	316.50
AT5G16070	590.50
AT5G16080	39
AT5G16090	0
AT5G16100	0
AT5G16110	3142.50
AT5G16120	380.50
AT5G16130	2599.25
AT5G16140	142.50
AT5G16150	3140
AT5G16160	167
AT5G16170	122
AT5G16180	104
AT5G16190	82
AT5G16200	267.50
AT5G16210	266.50
AT5G16220	412.50
AT5G16230	28.50
AT5G16235	26.50
AT5G16240	270
AT5G16250	796.50
AT5G16260	171
AT5G16270	311.25
AT5G16280	207
AT5G16285	0
AT5G16286	0
AT5G16290	491.33
AT5G16300	245.50
AT5G16310	69
AT5G16320	60.50
AT5G16330	0
AT5G16340	146.17
AT5G16350	40
AT5G16360	30
AT5G16370	1354.00
AT5G16375	0
AT5G16380	419
AT5G16390	1490.33
AT5G16400	2455.50
AT5G16410	97.50
AT5G16420	33
AT5G16430	0
AT5G16440	1182.50
AT5G16450	768.50
AT5G16453	2
AT5G16460	0
AT5G16470	2307.50
AT5G16480	301.50
AT5G16486	1
AT5G16490	52
AT5G16500	0
AT5G16510	463.50
