Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/R51.sam
AT5G23360	35
AT5G23370	3
AT5G23380	87.50
AT5G23390	544
AT5G23395	245
AT5G23400	124.50
AT5G23405	127
AT5G23410	157.50
AT5G23411	23.50
AT5G23420	333.50
AT5G23430	215.50
AT5G23440	810
AT5G23450	1449.00
AT5G23460	73
AT5G23470	0
AT5G23480	68
AT5G23490	478
AT5G23510	464
AT5G23520	485
AT5G23530	74.50
AT5G23535	333
AT5G23540	2390.50
AT5G23550	178.50
AT5G23570	354.50
AT5G23575	1607.50
AT5G23580	368.00
AT5G23590	433
AT5G23600	17.50
AT5G23610	551
AT5G23630	1560.25
AT5G23640	0
AT5G23650	0
AT5G23660	1295
AT5G23665	0
AT5G23670	824
AT5G23680	138.50
AT5G23690	136
AT5G23700	2.25
AT5G23710	188
AT5G23720	276.50
AT5G23730	324
AT5G23740	2355
AT5G23750	163
AT5G23760	611.00
AT5G23770	23
AT5G23780	2
AT5G23790	1
AT5G23800	52
AT5G23810	62.50
AT5G23820	1257
AT5G23830	11
AT5G23840	0
AT5G23850	442.50
AT5G23860	708
AT5G23870	212
AT5G23880	412
AT5G23890	1952.50
AT5G23900	2057.50
AT5G23903	0
AT5G23908	2
AT5G23910	100
AT5G23920	1384
AT5G23930	18
AT5G23940	1070
AT5G23950	4
AT5G23960	0
AT5G23970	2
AT5G23980	18
AT5G23989	0
AT5G23990	0
AT5G24000	205
AT5G24010	221
AT5G24020	790.50
AT5G24030	926.50
AT5G24040	0
AT5G24050	0
AT5G24060	1301.50
AT5G24070	0
AT5G24080	2
AT5G24090	36
AT5G24100	0
AT5G24105	97
AT5G24110	245
AT5G24120	584.75
AT5G24130	0
AT5G24140	0
AT5G24150	1862
AT5G24155	97
AT5G24160	951
AT5G24165	1919
AT5G24170	170.50
AT5G24180	0.50
AT5G24190	6
AT5G24200	2242.50
AT5G24205	74.00
AT5G24206	61
AT5G24210	5224.50
AT5G24220	0
AT5G24230	5.50
AT5G24240	65
AT5G24250	0.50
AT5G24260	591
AT5G24270	36
AT5G24280	28
AT5G24290	15
AT5G24300	2082.50
AT5G24310	52
AT5G24313	0
AT5G24314	1944.50
AT5G24316	49
AT5G24318	65
AT5G24320	421
AT5G24330	31
AT5G24340	185
AT5G24350	874
AT5G24352	53
AT5G24355	0.50
AT5G24360	419.50
AT5G24370	0
AT5G24380	87.50
AT5G24390	89
AT5G24400	878.50
AT5G24410	0
AT5G24420	123
AT5G24430	632
AT5G24440	0
AT5G24450	794.50
AT5G24460	876.50
AT5G24470	355
AT5G24480	0
AT5G24490	3804.92
AT5G24500	531.17
AT5G24510	13
AT5G24520	690.50
AT5G24530	6120.50
AT5G24540	54
AT5G24550	0.50
AT5G24560	0
AT5G24570	167
AT5G24580	80
AT5G24590	763.50
AT5G24593	0
AT5G24600	7
AT5G24610	854
AT5G24620	921
AT5G24630	115.50
AT5G24640	2
AT5G24650	1114
AT5G24655	69.50
AT5G24660	636.50
AT5G24670	811.50
AT5G24680	132.50
AT5G24690	4375.33
AT5G24710	1620
AT5G24735	790.50
AT5G24740	702.17
AT5G24750	110
AT5G24760	290.50
AT5G24770	1978
AT5G24780	1032.50
AT5G24790	0
AT5G24800	154.50
AT5G24810	2778.50
AT5G24820	0
AT5G24825	0
AT5G24830	175
AT5G24840	176
AT5G24850	361.17
AT5G24860	0
AT5G24870	243
AT5G24879	0
AT5G24880	0
AT5G24890	576.50
AT5G24900	0
AT5G24910	2
AT5G24920	14
AT5G24930	4286.50
AT5G24940	0
AT5G24950	0
AT5G24960	1
AT5G24970	231
AT5G24980	336.50
AT5G24990	97
AT5G25000	0
AT5G25010	31
AT5G25020	10
AT5G25030	0
AT5G25040	1000
AT5G25050	298.50
AT5G25060	823.83
AT5G25070	526.33
AT5G25080	459.50
AT5G25090	136
AT5G25100	2567.38
AT5G25102	0
AT5G25110	3
AT5G25120	619
AT5G25130	329.50
AT5G25140	275.50
AT5G25150	323.50
AT5G25160	1.50
AT5G25170	251.50
AT5G25180	0
AT5G25190	310.50
AT5G25200	1
AT5G25210	177
AT5G25220	1221.50
AT5G25230	9
AT5G25240	203
AT5G25250	2170.00
AT5G25260	584
AT5G25265	2051.50
AT5G25270	1154.50
AT5G25280	1708.50
AT5G25290	0
AT5G25300	0
AT5G25310	4
AT5G25320	0
AT5G25330	0
AT5G25340	181.50
AT5G25350	1800.50
AT5G25360	754.50
AT5G25370	21
AT5G25380	6
AT5G25390	5.50
AT5G25400	0
AT5G25410	0
AT5G25415	0
AT5G25420	0.50
AT5G25422	0
AT5G25425	0
AT5G25430	0
AT5G25440	900
AT5G25450	34
AT5G25460	3539
AT5G25470	37.50
AT5G25475	64
AT5G25480	75
AT5G25490	35
AT5G25500	53
AT5G25510	690
AT5G25520	832
AT5G25530	3
AT5G25540	838
AT5G25550	4
AT5G25560	1381.50
AT5G25570	77
AT5G25580	67
AT5G25585	0
AT5G25590	247.50
AT5G25600	0
AT5G25610	9515.75
AT5G25620	69
AT5G25625	0
AT5G25630	2014.50
AT5G25640	4
AT5G25750	1
AT5G25752	637.50
AT5G25754	1176
AT5G25757	1241.50
AT5G25760	481
AT5G25770	266.00
AT5G25780	757.83
AT5G25790	48
AT5G25800	145.17
AT5G25810	12
AT5G25820	121
AT5G25830	25
AT5G25840	284
AT5G25850	0
AT5G25860	0
AT5G25870	0
AT5G25880	76
AT5G25890	98.50
AT5G25900	297.50
AT5G25910	100
AT5G25920	8
AT5G25930	1074.33
AT5G25940	718.50
AT5G25950	0
AT5G25960	3
AT5G25970	4
AT5G25980	25773.92
AT5G25990	30
AT5G26000	54597.25
AT5G26010	25
AT5G26030	2002.58
AT5G26038	158.33
AT5G26040	186
AT5G26050	0
AT5G26060	0
AT5G26070	0
AT5G26080	0
AT5G26090	0
AT5G26100	0
AT5G26110	293
AT5G26114	0
AT5G26120	0
AT5G26130	0
AT5G26140	0
AT5G26146	0
AT5G26147	0
AT5G26150	0
AT5G26160	116
AT5G26170	345.50
AT5G26180	380
AT5G26190	1
AT5G26200	46
AT5G26210	633
AT5G26220	70
AT5G26230	97
AT5G26240	700
AT5G26250	0
AT5G26260	63
AT5G26262	0
AT5G26270	4.50
AT5G26280	34
AT5G26290	1
AT5G26300	0
AT5G26310	5
AT5G26320	0
AT5G26330	43
AT5G26340	2222.25
AT5G26360	2314.50
AT5G26570	4611.83
AT5G26580	0
AT5G26594	0
AT5G26600	563
AT5G26610	457.50
AT5G26617	0
AT5G26620	1
AT5G26622	193.50
AT5G26630	3
AT5G26640	0
AT5G26650	0
AT5G26660	105
AT5G26667	1975.50
AT5G26670	148.00
AT5G26673	0
AT5G26680	208
AT5G26690	353.50
AT5G26692	0
AT5G26700	35
AT5G26710	1140
AT5G26717	0
AT5G26720	46
AT5G26730	3
AT5G26731	74
AT5G26740	450
AT5G26742	13644.50
AT5G26749	45
AT5G26751	1667.50
AT5G26760	550
AT5G26770	299.50
AT5G26780	970.50
AT5G26790	67
AT5G26800	309.50
AT5G26805	0
AT5G26810	0
AT5G26820	1269.50
AT5G26830	1808.50
AT5G26840	0
AT5G26848	0
AT5G26850	543.25
AT5G26860	780
AT5G26880	1223.75
AT5G26890	0
AT5G26900	0
AT5G26910	531.50
AT5G26912	0
AT5G26920	2239
AT5G26930	0
AT5G26940	382
AT5G26950	0
AT5G26960	281
AT5G26970	2
AT5G26980	248
AT5G26990	334
AT5G27000	34
AT5G27010	0
AT5G27020	9.50
AT5G27030	508
AT5G27050	0
AT5G27060	148
AT5G27070	0
AT5G27080	0
AT5G27090	0
AT5G27100	114
AT5G27110	49
AT5G27120	634.50
AT5G27130	0.33
AT5G27140	0
AT5G27150	2018.00
AT5G27170	0
AT5G27200	2
AT5G27210	54.50
AT5G27220	3
AT5G27230	10
AT5G27238	0
AT5G27240	171
AT5G27247	3
AT5G27260	0
AT5G27270	405.50
AT5G27280	913
AT5G27290	888.00
AT5G27300	208.50
AT5G27310	0
AT5G27320	234
AT5G27330	178
AT5G27340	0
AT5G27350	1340.50
AT5G27360	225
AT5G27370	0
AT5G27380	2025.00
AT5G27390	837.33
AT5G27395	424
AT5G27400	146.33
AT5G27410	396.83
AT5G27420	813.50
AT5G27430	580
AT5G27440	29
AT5G27450	273.50
AT5G27460	128
AT5G27470	1674.50
AT5G27490	188
AT5G27495	0
AT5G27510	0
AT5G27520	339.50
AT5G27530	0
AT5G27540	1019.50
AT5G27550	132.50
AT5G27560	1370
AT5G27570	0
AT5G27580	0.50
AT5G27600	928
AT5G27606	0
AT5G27610	86
AT5G27620	172
AT5G27630	43.50
AT5G27640	2080.50
AT5G27650	433
AT5G27660	83
AT5G27670	1105
AT5G27680	63
AT5G27690	121.50
AT5G27700	2227.83
AT5G27710	221.50
AT5G27715	0
AT5G27720	1194.75
AT5G27730	383.50
AT5G27740	438
AT5G27750	87
AT5G27760	1110.50
AT5G27770	1953
AT5G27780	1
AT5G27790	0.50
AT5G27800	0
AT5G27807	0
AT5G27810	2
AT5G27820	197
AT5G27830	613
AT5G27840	792.50
AT5G27850	4524.50
AT5G27860	732
AT5G27870	0
AT5G27880	0
AT5G27889	13
AT5G27890	54
AT5G27910	1
AT5G27920	243
AT5G27930	555
AT5G27940	0
AT5G27944	0
AT5G27945	0
AT5G27950	908.50
AT5G27960	0
AT5G27967	0
AT5G27970	986.67
AT5G27980	1
AT5G27990	389
AT5G28000	0
AT5G28010	33
AT5G28020	649.50
AT5G28030	115
AT5G28040	478.50
AT5G28050	1868.00
AT5G28052	0
AT5G28060	3671
AT5G28070	0
AT5G28080	0
AT5G28090	0
AT5G28150	311
AT5G28160	0
AT5G28180	0
AT5G28190	0
AT5G28210	11.50
AT5G28220	282.50
AT5G28235	0
AT5G28237	9
AT5G28262	17
AT5G28288	0
AT5G28290	232
AT5G28295	0
AT5G28300	402
AT5G28310	2
AT5G28320	177.50
AT5G28340	34.50
AT5G28350	895
AT5G28370	132.00
AT5G28380	19.50
AT5G28390	74.50
AT5G28400	224.50
AT5G28410	0
AT5G28420	2
AT5G28442	76.50
AT5G28450	7.50
AT5G28460	160.00
AT5G28463	0
AT5G28465	0
AT5G28470	0
AT5G28490	231
AT5G28491	3
AT5G28500	5292.33
AT5G28510	0
AT5G28520	0
AT5G28530	125.50
AT5G28540	12409.08
AT5G28550	0
AT5G28560	0
AT5G28590	0
AT5G28610	2
AT5G28615	0
AT5G28620	0
AT5G28630	69
AT5G28640	114
AT5G28642	0
AT5G28646	5
AT5G28650	0
AT5G28660	0
AT5G28680	0
AT5G28690	0
AT5G28720	0
AT5G28730	0
AT5G28740	1038.50
AT5G28750	2236.50
AT5G28770	140
AT5G28780	0
AT5G28781	0
AT5G28800	0
AT5G28810	0
AT5G28820	0
AT5G28821	0
AT5G28823	0
AT5G28824	0
AT5G28830	411
AT5G28840	5476
AT5G28850	570.50
AT5G28885	0
AT5G28900	733
AT5G28910	62
AT5G28919	431.50
AT5G28920	238.50
AT5G28931	0
AT5G28950	0
AT5G28960	0
AT5G29000	296.50
AT5G29044	0
AT5G29050	0
AT5G29054	0
AT5G29070	0
AT5G29210	0
AT5G29231	0
AT5G29560	0
AT5G29613	0
AT5G29624	0
AT5G29807	0
AT5G30341	0
AT5G30490	256
AT5G30495	179
AT5G30500	0
AT5G30510	14247.83
AT5G30520	0
AT5G31412	0
AT5G32017	0
AT5G32440	1172
AT5G32450	992.50
AT5G32460	0
AT5G32470	519
AT5G32590	0
AT5G32597	0
AT5G32613	0
AT5G32619	0
AT5G33210	0
AT5G33280	449
AT5G33290	653
AT5G33300	38
AT5G33320	2023
AT5G33330	6.50
AT5G33340	0
AT5G33355	0.50
AT5G33370	396
AT5G33390	0
AT5G33393	0
AT5G33399	0
AT5G33406	0
AT5G33421	0
AT5G33439	0
AT5G33806	0
AT5G33898	0
AT5G34581	0
AT5G34780	0
AT5G34828	0
AT5G34829	0
AT5G34830	1
AT5G34850	3721.50
AT5G34869	0
AT5G34870	0
AT5G34871	0
AT5G34881	0
AT5G34882	0
AT5G34883	0
AT5G34885	0
AT5G34887	0
AT5G34905	0
AT5G34908	0
AT5G34930	214.50
AT5G34940	326
AT5G35050	0
AT5G35066	0
AT5G35069	0
AT5G35080	360.50
AT5G35090	0
AT5G35100	1263.50
AT5G35110	5
AT5G35120	0
AT5G35160	1559.33
AT5G35170	2969
AT5G35180	1476.00
AT5G35190	0
AT5G35195	0
AT5G35200	1169.00
AT5G35210	1866.50
AT5G35220	2151.00
AT5G35230	0
AT5G35290	0
AT5G35300	0
AT5G35320	237
AT5G35330	385.50
AT5G35338	0
AT5G35360	3133.25
AT5G35370	225.50
AT5G35375	0
AT5G35380	0
AT5G35390	0
AT5G35400	167.50
AT5G35405	0
AT5G35407	0
AT5G35410	128
AT5G35430	737
AT5G35450	162
AT5G35460	905
AT5G35470	0
AT5G35475	0
AT5G35480	320
AT5G35490	194
AT5G35510	1.50
AT5G35520	136
AT5G35525	14
AT5G35526	0
AT5G35530	2430.00
AT5G35540	0
AT5G35550	0
AT5G35560	740
AT5G35570	690.33
AT5G35580	66
AT5G35590	1914.50
AT5G35600	0
AT5G35603	0
AT5G35604	0
AT5G35605	0
AT5G35610	0
AT5G35620	1423
AT5G35630	48911.42
AT5G35631	0
AT5G35640	2
AT5G35660	0
AT5G35670	134
AT5G35680	1509
AT5G35688	0
AT5G35690	929
AT5G35695	0
AT5G35698	0
AT5G35700	654.75
AT5G35715	0
AT5G35730	610
AT5G35732	30
AT5G35735	4220
AT5G35737	0
AT5G35740	244.67
AT5G35750	430.50
AT5G35753	184
AT5G35760	0
AT5G35770	0
AT5G35790	1665.67
AT5G35810	0
AT5G35830	0
AT5G35840	689
AT5G35870	0
AT5G35890	1
AT5G35900	1
AT5G35910	775.50
AT5G35917	1
AT5G35920	34
AT5G35926	43
AT5G35930	146
AT5G35940	2
AT5G35945	0
AT5G35950	0
AT5G35960	12
AT5G35970	2683
AT5G35980	1823.75
AT5G35995	203.50
AT5G36000	46.33
AT5G36001	82.83
AT5G36002	70.83
AT5G36080	0
AT5G36100	0
AT5G36110	6
AT5G36120	822.17
AT5G36130	0
AT5G36140	0
AT5G36150	0
AT5G36160	1871
AT5G36170	1425.50
AT5G36180	0
AT5G36190	0
AT5G36200	0
AT5G36210	1572.50
AT5G36220	529.50
AT5G36228	0
AT5G36230	3415.50
AT5G36240	0
AT5G36250	662
AT5G36260	5
AT5G36280	2
AT5G36290	1166.50
AT5G36300	0
AT5G36310	0
AT5G36320	0
AT5G36330	0
AT5G36340	0
AT5G36350	0
AT5G36360	0
AT5G36370	0
AT5G36380	0
AT5G36390	0
AT5G36400	0
AT5G36410	0
AT5G36420	0
AT5G36430	0
AT5G36440	0
AT5G36450	0
AT5G36460	0
AT5G36470	0
AT5G36480	0
AT5G36490	0
AT5G36500	0
AT5G36520	0
AT5G36540	0
AT5G36550	0
AT5G36657	0
AT5G36658	0
AT5G36659	0
AT5G36661	0
AT5G36662	0
AT5G36670	31.00
AT5G36680	0
AT5G36690	0
AT5G36700	5775.53
AT5G36710	74.00
AT5G36720	0
AT5G36722	0
AT5G36730	0
AT5G36738	0
AT5G36739	0
AT5G36740	33.83
AT5G36770	0
AT5G36780	0
AT5G36790	6950.87
AT5G36800	76.50
AT5G36805	0
AT5G36810	0
AT5G36820	0
AT5G36870	1
AT5G36880	2655.50
AT5G36890	568.50
AT5G36900	0
AT5G36910	169
AT5G36920	21
AT5G36925	21
AT5G36930	975.50
AT5G36940	562.50
AT5G36950	323
AT5G36960	4
AT5G36970	36
AT5G36980	0
AT5G37000	61
AT5G37010	105
AT5G37020	675.50
AT5G37030	0
AT5G37040	0
AT5G37050	0
AT5G37055	135
AT5G37060	0
AT5G37070	462
AT5G37130	797.50
AT5G37140	0
AT5G37150	0
AT5G37160	0
AT5G37170	0
AT5G37180	33
AT5G37190	332.50
AT5G37200	0
AT5G37210	0
AT5G37220	0
AT5G37230	1
AT5G37240	6
AT5G37250	0
AT5G37260	1358.00
AT5G37270	0
AT5G37280	0
AT5G37290	183.50
AT5G37300	44
AT5G37310	1134
AT5G37320	1
AT5G37340	60
AT5G37350	445
AT5G37351	0
AT5G37360	2595.50
AT5G37370	700.33
AT5G37380	334.50
AT5G37400	49
AT5G37410	35.50
AT5G37415	0
AT5G37420	0
AT5G37430	0
AT5G37440	32
AT5G37450	5
AT5G37460	0
AT5G37470	0
AT5G37473	0
AT5G37474	0
AT5G37475	719.50
AT5G37478	2
AT5G37480	484.50
AT5G37485	9.50
AT5G37490	7
AT5G37500	90
AT5G37510	4061
AT5G37520	0
AT5G37530	95
AT5G37540	343
AT5G37550	61
AT5G37560	0
AT5G37570	59
AT5G37590	196
AT5G37600	5350.25
AT5G37610	0
AT5G37620	0.25
AT5G37630	143
AT5G37640	0
AT5G37650	0
AT5G37660	69
AT5G37667	0
AT5G37670	31
AT5G37680	241
AT5G37690	49
AT5G37710	194
AT5G37720	542.50
AT5G37730	0
AT5G37740	266
AT5G37750	5
AT5G37760	4
AT5G37770	1432.50
AT5G37780	2279.50
AT5G37790	221.50
AT5G37795	0
AT5G37800	0
AT5G37810	0
AT5G37820	1
AT5G37830	1464.50
AT5G37840	1
AT5G37850	1073.00
AT5G37860	0
AT5G37870	0
AT5G37890	144
AT5G37900	0
AT5G37910	0
AT5G37920	0
AT5G37930	244
AT5G37940	3
AT5G37950	9
AT5G37960	0
AT5G37970	0
AT5G37980	8
AT5G37990	98
AT5G38000	31
AT5G38005	5
AT5G38010	39
AT5G38020	68.50
AT5G38030	32
AT5G38040	42
AT5G38050	69
AT5G38060	179
AT5G38070	15
AT5G38080	0
AT5G38090	0
AT5G38100	4
AT5G38110	166.50
AT5G38120	35
AT5G38130	4
AT5G38140	117
AT5G38150	229
AT5G38155	0
AT5G38160	0
AT5G38170	0
AT5G38180	0
AT5G38190	0
AT5G38195	0
AT5G38197	0
AT5G38200	23
AT5G38210	484.17
AT5G38212	430.17
AT5G38220	316
AT5G38240	122.83
AT5G38250	149
AT5G38260	1
AT5G38270	0
AT5G38280	19
AT5G38290	488.50
AT5G38300	48
AT5G38310	14.50
AT5G38314	0
AT5G38317	0
AT5G38320	0
AT5G38330	0
AT5G38340	64
AT5G38344	12
AT5G38350	28.50
AT5G38360	332.50
AT5G38370	0
AT5G38378	0
AT5G38380	339.92
AT5G38386	1
AT5G38390	0
AT5G38396	2
AT5G38400	0.50
AT5G38410	175180.40
AT5G38420	86461.36
AT5G38430	75335.11
AT5G38435	0
AT5G38440	0
AT5G38450	1.08
AT5G38460	226
AT5G38470	2317.50
AT5G38480	3571.75
AT5G38490	0.83
AT5G38500	0.50
AT5G38510	1054
AT5G38520	2929.58
AT5G38530	964
AT5G38540	0
AT5G38550	1
AT5G38560	674.50
AT5G38565	40
AT5G38570	0
AT5G38580	0
AT5G38590	126
AT5G38600	398.50
AT5G38610	38.50
AT5G38620	0
AT5G38630	493
AT5G38640	451.17
AT5G38650	630.67
AT5G38660	4321.65
AT5G38670	0
AT5G38680	0
AT5G38690	278
AT5G38700	0
AT5G38710	86
AT5G38720	256
AT5G38730	43
AT5G38740	0
AT5G38750	1
AT5G38760	0
AT5G38770	11
AT5G38780	30
AT5G38790	0
AT5G38800	0
AT5G38810	0
AT5G38820	2
AT5G38830	1095.50
AT5G38840	307
AT5G38850	275
AT5G38860	122
AT5G38880	480.50
AT5G38890	161
AT5G38895	268.50
AT5G38900	1029
AT5G38905	0
AT5G38910	39
AT5G38920	0
AT5G38930	11
AT5G38940	55
AT5G38950	0
AT5G38960	0
AT5G38970	15.50
AT5G38980	4688.17
AT5G38990	2580
AT5G39000	38
AT5G39010	0
AT5G39020	370.50
AT5G39024	0
AT5G39030	456
AT5G39040	1309
AT5G39050	1262
AT5G39080	418
AT5G39090	166.50
AT5G39100	42.17
AT5G39110	29.75
AT5G39120	15.42
AT5G39130	48.37
AT5G39140	0
AT5G39150	0.75
AT5G39160	87.81
AT5G39170	0
AT5G39180	2.92
AT5G39190	153.81
AT5G39200	0
AT5G39210	595.33
AT5G39220	31
AT5G39230	0
AT5G39240	4
AT5G39250	191
AT5G39260	7
AT5G39270	0
AT5G39280	0
AT5G39290	0
AT5G39300	0
AT5G39310	0
AT5G39320	699
AT5G39330	3
AT5G39340	335
AT5G39350	87.50
AT5G39360	258
AT5G39365	0
AT5G39370	0
AT5G39380	74
AT5G39390	6
AT5G39400	0
AT5G39410	658.50
AT5G39420	9
AT5G39430	0
AT5G39440	0
AT5G39450	325
AT5G39460	0
AT5G39470	0
AT5G39471	12
AT5G39480	0.17
AT5G39490	0.17
AT5G39493	0
AT5G39500	730
AT5G39510	1442.50
AT5G39520	191.00
AT5G39530	1171
AT5G39535	1
AT5G39540	0
AT5G39550	187
AT5G39560	0
AT5G39570	7494.67
AT5G39580	1
AT5G39581	0
AT5G39590	2334.33
AT5G39600	314.33
AT5G39610	87
AT5G39620	0
AT5G39630	0
AT5G39635	0
AT5G39640	0
AT5G39645	0
AT5G39650	0
AT5G39660	173.50
AT5G39670	1360.50
AT5G39680	63
AT5G39690	0
AT5G39693	0
AT5G39700	0
AT5G39710	218
AT5G39720	25.50
AT5G39730	810
AT5G39740	5899.75
AT5G39750	1
AT5G39760	281
AT5G39770	3
AT5G39785	315
AT5G39790	243.50
AT5G39800	148
AT5G39810	0
AT5G39820	1
AT5G39830	1697.00
AT5G39840	136
AT5G39850	206
AT5G39860	30
AT5G39865	22
AT5G39870	0
AT5G39880	0
AT5G39890	10
AT5G39895	0
AT5G39900	119
AT5G39910	0
AT5G39920	0
AT5G39930	0
AT5G39940	271.50
AT5G39950	1617.78
AT5G39960	137
AT5G39970	10.50
AT5G39980	192
AT5G39990	479.50
AT5G40000	7
AT5G40010	192
AT5G40020	36
AT5G40030	15
AT5G40040	3
AT5G40050	0
AT5G40060	471.50
AT5G40070	0
AT5G40080	99.00
AT5G40090	6
AT5G40100	2
AT5G40120	0
AT5G40140	160
AT5G40150	152
AT5G40155	17
AT5G40160	633
AT5G40170	1106.50
AT5G40180	12
AT5G40190	377
AT5G40200	615.50
AT5G40210	17
AT5G40220	0
AT5G40230	72
AT5G40240	536
AT5G40250	363.50
AT5G40260	0
AT5G40270	179.00
AT5G40275	0
AT5G40280	289
AT5G40290	0
AT5G40300	389.33
AT5G40310	0
AT5G40316	0
AT5G40320	0
AT5G40330	97
AT5G40340	761.50
AT5G40348	1.50
AT5G40350	1.50
AT5G40360	0.50
AT5G40370	3141.83
AT5G40380	635.50
AT5G40382	11.50
AT5G40384	0
AT5G40390	584.50
AT5G40395	0
AT5G40400	95.50
AT5G40405	51
AT5G40410	22
AT5G40420	0
AT5G40430	0
AT5G40440	206.50
AT5G40450	1985.50
AT5G40460	22
AT5G40470	148
AT5G40480	620
AT5G40490	324.50
AT5G40500	378.50
AT5G40510	2
AT5G40520	262
AT5G40530	163
AT5G40540	156
AT5G40545	0
AT5G40550	97
AT5G40560	0
AT5G40570	54
AT5G40580	1009.83
AT5G40590	2
AT5G40595	0
AT5G40600	122.50
AT5G40610	338.50
AT5G40620	0
AT5G40630	4
AT5G40640	108
AT5G40645	2
AT5G40650	821
AT5G40660	330.50
AT5G40670	1218
AT5G40680	0
AT5G40690	250.50
AT5G40700	33
AT5G40710	181
AT5G40720	500
AT5G40730	18
AT5G40740	272
AT5G40750	0
AT5G40760	831.08
AT5G40770	1442.17
AT5G40780	2782.50
AT5G40790	2
AT5G40800	23
AT5G40810	3155.00
AT5G40820	54
AT5G40830	650.50
AT5G40840	36
AT5G40847	0
AT5G40850	2988.50
AT5G40855	0
AT5G40860	0
AT5G40870	415.50
AT5G40880	228.50
AT5G40890	2400
AT5G40900	0
AT5G40910	1408.00
AT5G40930	470.50
AT5G40940	0
AT5G40945	0
AT5G40950	8704.17
AT5G40960	23
AT5G40970	120.50
AT5G40980	39.50
AT5G40981	0
AT5G40990	52
AT5G41000	127
AT5G41010	421
AT5G41020	285
AT5G41030	0
AT5G41040	60
AT5G41050	257.50
AT5G41060	148
AT5G41070	125
AT5G41071	2.33
AT5G41080	34
AT5G41090	0.50
AT5G41100	304.83
AT5G41109	8
AT5G41110	164.83
AT5G41120	80.33
AT5G41130	107
AT5G41140	516
AT5G41150	266.50
AT5G41160	74.50
AT5G41170	29
AT5G41180	369
AT5G41190	648.50
AT5G41200	0
AT5G41210	2026.00
AT5G41220	301.17
AT5G41240	150.33
AT5G41250	0.33
AT5G41260	1175
AT5G41265	0
AT5G41270	67.50
AT5G41280	13
AT5G41290	0
AT5G41300	0
AT5G41310	0
AT5G41315	34
AT5G41320	56.50
AT5G41330	296
AT5G41340	399
AT5G41350	369
AT5G41360	291.17
AT5G41370	694.33
AT5G41380	6
AT5G41390	3
AT5G41400	881
AT5G41401	0
AT5G41410	972
AT5G41420	0
AT5G41430	0
AT5G41440	0
AT5G41450	0
AT5G41460	508.50
AT5G41470	5
AT5G41471	1
AT5G41480	279
AT5G41490	0
AT5G41500	0
AT5G41510	0
AT5G41520	3681.00
AT5G41530	0
AT5G41540	0
AT5G41550	41
AT5G41560	183
AT5G41570	3
AT5G41580	203
AT5G41590	6
AT5G41600	709
AT5G41605	0
AT5G41610	117.50
AT5G41612	50.50
AT5G41614	0
AT5G41620	71
AT5G41630	0
AT5G41640	0
AT5G41650	37.50
AT5G41660	0
AT5G41663	4
AT5G41670	1553.50
AT5G41675	0
AT5G41680	377
AT5G41685	409.50
AT5G41690	54
AT5G41700	4088.50
AT5G41720	0
AT5G41730	8
AT5G41740	1251.08
AT5G41750	1196.92
AT5G41760	363.00
AT5G41761	52
AT5G41765	0
AT5G41770	999.50
AT5G41774	0
AT5G41780	0
AT5G41790	2324
AT5G41800	178
AT5G41810	325.50
AT5G41820	12
AT5G41830	11
AT5G41840	0
AT5G41850	130
AT5G41860	70.50
AT5G41870	284.33
AT5G41880	210
AT5G41890	6.50
AT5G41900	470
AT5G41905	2
AT5G41908	1
AT5G41910	125
AT5G41920	313.50
AT5G41940	615
AT5G41950	1370.00
AT5G41960	411.50
AT5G41970	809.33
AT5G41980	46.00
AT5G41990	358.00
AT5G41992	358.00
AT5G42000	367
AT5G42010	128
AT5G42020	11384.83
AT5G42030	1307
AT5G42040	27
AT5G42050	9534
AT5G42053	0
AT5G42060	115
AT5G42070	671.83
AT5G42080	4201.00
AT5G42090	1658.50
AT5G42092	627.00
AT5G42100	2380
AT5G42110	334
AT5G42120	4
AT5G42130	1009.33
AT5G42140	414.50
AT5G42146	66
AT5G42150	643
AT5G42170	0
AT5G42180	1.50
AT5G42190	1458.50
AT5G42200	90
AT5G42203	0
AT5G42210	53
AT5G42220	981
AT5G42223	0
AT5G42230	6.25
AT5G42232	0
AT5G42235	0
AT5G42240	702.25
AT5G42242	0
AT5G42250	315
AT5G42260	0
AT5G42270	14292.50
AT5G42280	64.50
AT5G42290	1
AT5G42300	4368.67
AT5G42310	1336.50
AT5G42320	471
AT5G42325	0
AT5G42330	33
AT5G42340	0
AT5G42350	189.50
AT5G42360	302
AT5G42370	88
AT5G42380	218.50
AT5G42390	5827.50
AT5G42400	408
AT5G42405	0
AT5G42410	2
AT5G42420	519.75
AT5G42430	0
AT5G42440	235
AT5G42450	37
AT5G42460	90
AT5G42470	395.00
AT5G42480	778.50
AT5G42490	0.50
AT5G42500	4
AT5G42504	0
AT5G42510	0
AT5G42520	651.50
AT5G42530	36740.83
AT5G42540	1468.25
AT5G42560	504
AT5G42567	0
AT5G42570	636.50
AT5G42580	0
AT5G42590	0
AT5G42591	0
AT5G42600	0
AT5G42610	2
AT5G42620	714
AT5G42630	9
AT5G42635	0
AT5G42640	0
AT5G42650	3886.50
AT5G42655	0
AT5G42660	323
AT5G42670	170
AT5G42680	171
AT5G42690	48
AT5G42700	15
AT5G42710	18
