Geneid	/blue/jkim6/share/braskey/data/ref5/HISAT2/R51.sam
AT1G61240	215
AT1G61250	2777.50
AT1G61255	29
AT1G61260	693
AT1G61270	0
AT1G61275	1
AT1G61280	11
AT1G61290	3
AT1G61300	1335
AT1G61310	225
AT1G61320	0
AT1G61330	0
AT1G61340	27
AT1G61350	380
AT1G61353	0
AT1G61360	270
AT1G61370	83
AT1G61380	719
AT1G61390	17
AT1G61400	38
AT1G61410	4
AT1G61415	43.50
AT1G61420	276.50
AT1G61430	228
AT1G61440	24
AT1G61450	22
AT1G61460	83
AT1G61470	59.50
AT1G61475	9
AT1G61480	26
AT1G61490	121.50
AT1G61500	38
AT1G61520	31982.42
AT1G61540	0.50
AT1G61550	3
AT1G61560	121
AT1G61563	0
AT1G61566	0
AT1G61570	456.83
AT1G61575	2
AT1G61580	496.50
AT1G61590	2
AT1G61600	64.50
AT1G61610	54
AT1G61620	565.50
AT1G61630	0
AT1G61640	272
AT1G61660	669.50
AT1G61667	227
AT1G61670	671.50
AT1G61680	33.50
AT1G61688	0
AT1G61690	651
AT1G61700	0
AT1G61710	6
AT1G61720	0
AT1G61730	646
AT1G61732	0
AT1G61740	2840.00
AT1G61750	0
AT1G61760	6
AT1G61770	900.50
AT1G61780	736
AT1G61790	2020
AT1G61795	33
AT1G61800	461
AT1G61810	8
AT1G61820	47
AT1G61840	0
AT1G61850	824
AT1G61860	5
AT1G61870	561
AT1G61880	0
AT1G61890	944
AT1G61900	693.17
AT1G61910	0
AT1G61920	0
AT1G61930	24
AT1G61940	0
AT1G61950	0
AT1G61960	72
AT1G61970	87
AT1G61980	254
AT1G61990	322
AT1G62000	5
AT1G62010	48
AT1G62020	1581
AT1G62030	94
AT1G62035	3
AT1G62040	587.50
AT1G62045	34
AT1G62050	233
AT1G62060	0
AT1G62070	0
AT1G62080	0
AT1G62085	101
AT1G62110	107.50
AT1G62120	46.50
AT1G62130	182
AT1G62150	90
AT1G62160	0
AT1G62170	292
AT1G62180	4879.67
AT1G62181	0
AT1G62190	10.50
AT1G62200	453.50
AT1G62210	0
AT1G62220	0
AT1G62225	2
AT1G62240	18.50
AT1G62250	593.50
AT1G62260	29
AT1G62262	6
AT1G62270	0
AT1G62280	0
AT1G62290	62
AT1G62300	648.67
AT1G62301	0
AT1G62305	174.00
AT1G62310	296.50
AT1G62320	15
AT1G62330	516
AT1G62333	2
AT1G62340	0
AT1G62350	27.50
AT1G62355	3.50
AT1G62360	55
AT1G62370	26
AT1G62380	3379.92
AT1G62390	2200.50
AT1G62400	57
AT1G62410	0
AT1G62420	24
AT1G62421	0
AT1G62422	392
AT1G62430	975
AT1G62440	6
AT1G62450	0
AT1G62480	1547.50
AT1G62490	3
AT1G62500	371.50
AT1G62510	29
AT1G62520	142
AT1G62530	0.50
AT1G62540	214.50
AT1G62560	643.50
AT1G62570	204
AT1G62580	26
AT1G62590	128.75
AT1G62600	724
AT1G62610	294
AT1G62620	68.50
AT1G62630	510.50
AT1G62640	804.00
AT1G62660	724.50
AT1G62670	81
AT1G62680	65
AT1G62690	5
AT1G62700	17
AT1G62710	100
AT1G62720	11
AT1G62730	170
AT1G62740	1148.50
AT1G62750	13438.75
AT1G62760	10
AT1G62770	36
AT1G62780	4427
AT1G62790	629.75
AT1G62800	146
AT1G62810	503.50
AT1G62820	321.50
AT1G62830	245
AT1G62840	100
AT1G62850	547.50
AT1G62863	0
AT1G62870	149
AT1G62880	117.50
AT1G62886	2.50
AT1G62900	4.00
AT1G62910	73.09
AT1G62914	82.53
AT1G62920	36
AT1G62930	134.89
AT1G62935	3
AT1G62940	0
AT1G62950	97.50
AT1G62960	893.50
AT1G62970	176
AT1G62975	24
AT1G62978	0
AT1G62980	0
AT1G62981	13
AT1G62990	57
AT1G63000	1926.67
AT1G63005	0
AT1G63010	1167.50
AT1G63020	62
AT1G63030	0
AT1G63050	333
AT1G63055	0
AT1G63057	0
AT1G63060	0
AT1G63070	0.62
AT1G63080	55.75
AT1G63090	923.88
AT1G63100	103
AT1G63105	0
AT1G63110	584
AT1G63120	459.50
AT1G63130	363.02
AT1G63140	2.00
AT1G63150	100.58
AT1G63160	84.50
AT1G63170	639.50
AT1G63180	117
AT1G63190	0
AT1G63200	0
AT1G63205	0
AT1G63206	0
AT1G63210	2
AT1G63220	230
AT1G63230	34
AT1G63240	280
AT1G63245	45
AT1G63250	106
AT1G63260	438
AT1G63270	159.33
AT1G63280	0
AT1G63290	719.50
AT1G63295	39
AT1G63300	122
AT1G63310	105
AT1G63320	0
AT1G63330	22.21
AT1G63340	0
AT1G63350	180
AT1G63360	836
AT1G63370	22.50
AT1G63380	43.33
AT1G63390	17.50
AT1G63400	49.34
AT1G63410	0
AT1G63420	302.50
AT1G63430	510.50
AT1G63440	24
AT1G63450	0
AT1G63460	567.00
AT1G63470	349
AT1G63480	239.50
AT1G63490	349.50
AT1G63500	1022.50
AT1G63510	0
AT1G63520	14
AT1G63522	0
AT1G63530	47
AT1G63535	0
AT1G63540	0
AT1G63550	0
AT1G63560	0
AT1G63570	21
AT1G63580	2
AT1G63590	0
AT1G63600	0
AT1G63610	1237
AT1G63630	9
AT1G63640	240.50
AT1G63650	28
AT1G63660	492.50
AT1G63670	301.50
AT1G63680	1016
AT1G63690	999
AT1G63700	756
AT1G63710	90
AT1G63720	217
AT1G63730	73
AT1G63740	279
AT1G63750	452.50
AT1G63770	6916.50
AT1G63780	367
AT1G63790	0
AT1G63800	500
AT1G63810	369
AT1G63820	7
AT1G63830	972.25
AT1G63840	768.50
AT1G63850	320
AT1G63855	97
AT1G63860	455.50
AT1G63870	0
AT1G63880	1901
AT1G63900	760
AT1G63910	1.50
AT1G63930	12
AT1G63940	3767.50
AT1G63950	0
AT1G63960	3
AT1G63970	2158.00
AT1G63980	1246.00
AT1G63990	157.50
AT1G64000	0
AT1G64010	1
AT1G64020	2
AT1G64030	0
AT1G64040	1259.17
AT1G64050	431.50
AT1G64060	675.50
AT1G64065	210
AT1G64070	12
AT1G64080	145.33
AT1G64090	2336
AT1G64100	74.33
AT1G64105	72.33
AT1G64107	0.33
AT1G64110	5.50
AT1G64120	0
AT1G64130	0
AT1G64140	959.17
AT1G64142	959.17
AT1G64150	1144.50
AT1G64160	0
AT1G64170	187
AT1G64180	110
AT1G64185	58
AT1G64190	1242
AT1G64195	0
AT1G64200	296.50
AT1G64210	0
AT1G64220	17
AT1G64230	4440.83
AT1G64235	0
AT1G64255	0
AT1G64260	5
AT1G64280	1358
AT1G64290	0
AT1G64295	0
AT1G64300	76
AT1G64310	4.50
AT1G64320	11
AT1G64330	751
AT1G64340	10.50
AT1G64350	450
AT1G64355	666
AT1G64360	424.67
AT1G64370	4496
AT1G64380	292.50
AT1G64385	558
AT1G64390	1826
AT1G64400	1230
AT1G64405	64
AT1G64420	0
AT1G64430	1214.33
AT1G64440	345.50
AT1G64450	79
AT1G64460	141.50
AT1G64470	96
AT1G64480	1
AT1G64490	172
AT1G64500	1127.50
AT1G64510	6680.50
AT1G64520	1864.83
AT1G64530	296.50
AT1G64540	0
AT1G64550	1447
AT1G64561	21.50
AT1G64563	38
AT1G64570	452
AT1G64572	71.50
AT1G64580	136
AT1G64583	34.50
AT1G64585	0
AT1G64590	4
AT1G64600	67
AT1G64610	461
AT1G64618	0
AT1G64620	79.50
AT1G64625	12
AT1G64628	142.25
AT1G64630	142.25
AT1G64640	397.00
AT1G64650	1425.50
AT1G64660	181
AT1G64670	522.50
AT1G64680	2506
AT1G64690	35
AT1G64700	37
AT1G64710	1539.50
AT1G64720	13237.92
AT1G64740	888.50
AT1G64750	961.50
AT1G64760	308
AT1G64770	3315
AT1G64780	630
AT1G64790	2192
AT1G64800	0
AT1G64810	699.50
AT1G64820	3.50
AT1G64830	0
AT1G64840	236
AT1G64850	1004.50
AT1G64860	2079
AT1G64870	0
AT1G64880	945
AT1G64890	241
AT1G64900	1137.50
AT1G64910	0
AT1G64920	0
AT1G64930	8.28
AT1G64940	37.78
AT1G64950	1878.94
AT1G64960	248.50
AT1G64970	1008.50
AT1G64980	939
AT1G64990	645.50
AT1G65000	109
AT1G65010	1221.50
AT1G65020	455
AT1G65030	258.50
AT1G65032	82.50
AT1G65040	1171
AT1G65050	0.50
AT1G65060	839
AT1G65070	570.50
AT1G65080	64
AT1G65090	3
AT1G65110	13.75
AT1G65113	0
AT1G65120	12.25
AT1G65130	14
AT1G65140	0
AT1G65150	63
AT1G65160	0
AT1G65170	0
AT1G65180	12
AT1G65190	1991.50
AT1G65200	0
AT1G65210	0
AT1G65220	1200
AT1G65230	1361
AT1G65240	90
AT1G65250	222.50
AT1G65260	3731.50
AT1G65270	1200.63
AT1G65280	629.50
AT1G65290	2189
AT1G65295	497
AT1G65300	0
AT1G65310	39
AT1G65320	564
AT1G65330	14
AT1G65340	0
AT1G65342	0
AT1G65346	0
AT1G65350	0
AT1G65352	0
AT1G65360	25
AT1G65370	465.50
AT1G65380	143
AT1G65390	26
AT1G65410	678
AT1G65420	156
AT1G65430	723.50
AT1G65440	1845.67
AT1G65450	166
AT1G65470	247.50
AT1G65480	30
AT1G65481	24
AT1G65483	18
AT1G65484	80
AT1G65486	433.50
AT1G65490	1977
AT1G65500	443
AT1G65510	72
AT1G65520	189
AT1G65540	1895.50
AT1G65541	84.50
AT1G65550	0
AT1G65560	182
AT1G65570	0
AT1G65580	859
AT1G65590	499.00
AT1G65610	221
AT1G65620	91
AT1G65630	2
AT1G65640	0
AT1G65650	617.50
AT1G65660	627.83
AT1G65670	1
AT1G65680	0
AT1G65681	0
AT1G65690	1009.67
AT1G65700	248
AT1G65710	41
AT1G65720	1615
AT1G65730	17
AT1G65740	0
AT1G65760	0
AT1G65770	0
AT1G65780	0.50
AT1G65790	992.96
AT1G65800	2840.11
AT1G65810	5
AT1G65820	2656.50
AT1G65830	0
AT1G65840	1616
AT1G65845	561.50
AT1G65850	3
AT1G65860	395
AT1G65870	51
AT1G65880	8
AT1G65890	38
AT1G65900	299
AT1G65907	0
AT1G65910	21
AT1G65920	166
AT1G65930	9367.50
AT1G65950	223
AT1G65960	6596.08
AT1G65970	177.33
AT1G65980	4515.50
AT1G65985	81
AT1G65990	0
AT1G66000	0
AT1G66020	0
AT1G66030	0
AT1G66040	18.50
AT1G66045	0
AT1G66050	43.50
AT1G66060	0
AT1G66070	765
AT1G66080	143
AT1G66090	778
AT1G66100	1426
AT1G66110	0
AT1G66120	0
AT1G66130	572
AT1G66140	178
AT1G66145	0
AT1G66150	1846
AT1G66160	310.50
AT1G66170	4.50
AT1G66173	24
AT1G66180	911
AT1G66190	85
AT1G66200	8314.25
AT1G66210	0
AT1G66220	0
AT1G66230	151
AT1G66235	0
AT1G66240	3006.08
AT1G66245	0
AT1G66250	283
AT1G66260	2246.50
AT1G66270	0
AT1G66280	4
AT1G66290	0
AT1G66300	0
AT1G66310	0
AT1G66320	0
AT1G66330	976.75
AT1G66340	541
AT1G66345	59
AT1G66350	532.50
AT1G66360	2
AT1G66370	9
AT1G66380	1
AT1G66390	23
AT1G66400	79
AT1G66410	3292.50
AT1G66420	0.50
AT1G66430	1664.50
AT1G66440	0
AT1G66450	7
AT1G66460	220
AT1G66470	0
AT1G66475	0
AT1G66480	50
AT1G66490	0
AT1G66500	96
AT1G66510	218
AT1G66520	228.00
AT1G66530	472
AT1G66540	175.50
AT1G66550	3
AT1G66553	0
AT1G66560	3
AT1G66570	5
AT1G66580	3163
AT1G66590	287
AT1G66600	47
AT1G66610	0
AT1G66620	82.50
AT1G66630	0
AT1G66640	0
AT1G66650	13
AT1G66660	127
AT1G66670	3781.50
AT1G66680	650.50
AT1G66690	7
AT1G66700	260.50
AT1G66720	2.50
AT1G66725	319
AT1G66730	260
AT1G66740	314
AT1G66750	169
AT1G66760	59.50
AT1G66770	0
AT1G66780	2
AT1G66783	0
AT1G66790	0
AT1G66795	0
AT1G66800	0
AT1G66810	18
AT1G66820	909
AT1G66830	105.50
AT1G66840	558
AT1G66850	0
AT1G66852	0
AT1G66855	0
AT1G66860	22
AT1G66870	17
AT1G66880	3612
AT1G66890	159.50
AT1G66900	407
AT1G66910	597.83
AT1G66920	544.67
AT1G66930	31
AT1G66940	753
AT1G66950	4.25
AT1G66960	614.50
AT1G66970	12435.17
AT1G66980	2112.50
AT1G67000	208.50
AT1G67020	1.50
AT1G67025	0
AT1G67030	6
AT1G67035	15
AT1G67040	102
AT1G67050	329
AT1G67060	356.17
AT1G67070	168
AT1G67080	901.67
AT1G67090	361458.64
AT1G67100	1
AT1G67105	9
AT1G67110	0
AT1G67120	598.67
AT1G67130	0.50
AT1G67140	926.50
AT1G67148	0
AT1G67150	0
AT1G67160	0
AT1G67170	217.50
AT1G67180	50
AT1G67190	237
AT1G67195	360
AT1G67210	51
AT1G67220	0
AT1G67230	1121.50
AT1G67238	2
AT1G67250	867.50
AT1G67260	8
AT1G67265	11
AT1G67270	0
AT1G67280	4876.50
AT1G67290	1
AT1G67300	676
AT1G67310	787
AT1G67320	288.50
AT1G67325	545.00
AT1G67328	56.50
AT1G67330	56.50
AT1G67340	391.50
AT1G67350	1166.50
AT1G67360	2178.50
AT1G67365	76.50
AT1G67370	15
AT1G67390	0
AT1G67400	77
AT1G67410	156
AT1G67420	60
AT1G67430	5819.50
AT1G67440	343.50
AT1G67450	0
AT1G67455	0
AT1G67460	9
AT1G67470	329
AT1G67480	1369.50
AT1G67481	2
AT1G67490	657.50
AT1G67500	241
AT1G67510	292.50
AT1G67520	179
AT1G67530	250.33
AT1G67540	3.33
AT1G67550	731
AT1G67560	888.00
AT1G67570	89.60
AT1G67580	661.50
AT1G67590	135
AT1G67600	14.25
AT1G67620	206
AT1G67623	0
AT1G67630	159
AT1G67635	3
AT1G67640	0
AT1G67650	66.33
AT1G67660	422.50
AT1G67670	0
AT1G67680	1183.67
AT1G67690	166
AT1G67700	5735.50
AT1G67710	13
AT1G67720	311.83
AT1G67730	1153.67
AT1G67740	15984.48
AT1G67750	259
AT1G67760	4
AT1G67770	1.67
AT1G67775	0
AT1G67780	12.50
AT1G67785	1501.75
AT1G67790	50.17
AT1G67792	71.17
AT1G67800	643
AT1G67810	142.75
AT1G67820	39.50
AT1G67830	299
AT1G67840	1251.00
AT1G67850	546.50
AT1G67855	12.75
AT1G67856	12.75
AT1G67860	1069.50
AT1G67865	3052
AT1G67870	3746
AT1G67875	0.50
AT1G67880	411
AT1G67890	550.67
AT1G67900	1010
AT1G67910	77.50
AT1G67920	307
AT1G67930	690.83
AT1G67940	427
AT1G67950	467
AT1G67960	319.50
AT1G67970	814
AT1G67980	106
AT1G67990	0
AT1G68000	497.50
AT1G68010	15639.08
AT1G68020	453.50
AT1G68030	14.50
AT1G68040	0
AT1G68050	448
AT1G68060	886.50
AT1G68070	365.00
AT1G68080	97
AT1G68090	0
AT1G68100	660.00
AT1G68110	81.50
AT1G68120	18.50
AT1G68130	236.50
AT1G68140	610
AT1G68150	2
AT1G68160	255.50
AT1G68170	0
AT1G68180	9
AT1G68185	135.50
AT1G68190	198
AT1G68200	28
AT1G68210	0
AT1G68220	386.50
AT1G68230	53
AT1G68238	164
AT1G68240	2
AT1G68250	0
AT1G68260	322.50
AT1G68270	0
AT1G68280	0
AT1G68290	145.50
AT1G68300	988
AT1G68310	367
AT1G68320	0
AT1G68330	62
AT1G68340	116.50
AT1G68350	10.50
AT1G68360	12
AT1G68370	878.50
AT1G68380	0
AT1G68390	55
AT1G68400	343
AT1G68410	582.33
AT1G68420	0
AT1G68430	20
AT1G68440	1931
AT1G68450	0
AT1G68460	38
AT1G68470	151.50
AT1G68480	7
AT1G68490	660
AT1G68500	19.50
AT1G68510	0.50
AT1G68520	2748.50
AT1G68526	4
AT1G68530	8566.67
AT1G68540	100.50
AT1G68550	275.17
AT1G68552	272.17
AT1G68560	3152
AT1G68568	511.58
AT1G68570	2691.42
AT1G68580	950.50
AT1G68585	609.33
AT1G68590	6149.92
AT1G68600	1128.50
AT1G68610	0.50
AT1G68620	1176
AT1G68630	11
AT1G68640	29
AT1G68650	175.50
AT1G68660	2063
AT1G68670	803.50
AT1G68680	346
AT1G68690	214
AT1G68700	92
AT1G68710	610.50
AT1G68720	756
AT1G68725	89.50
AT1G68730	290.50
AT1G68740	79
AT1G68750	0.50
AT1G68760	174
AT1G68765	28
AT1G68770	13
AT1G68780	207
AT1G68790	708
AT1G68795	27
AT1G68800	6
AT1G68810	182
AT1G68820	364
AT1G68825	0
AT1G68830	2085
AT1G68840	725.44
AT1G68845	0
AT1G68850	6
AT1G68860	0
AT1G68862	48.50
AT1G68870	88
AT1G68872	34.50
AT1G68875	0
AT1G68880	0
AT1G68890	1437.00
AT1G68905	0
AT1G68907	0
AT1G68910	469
AT1G68920	322.50
AT1G68930	26
AT1G68935	29.50
AT1G68940	152.50
AT1G68945	176
AT1G68950	0
AT1G68960	0
AT1G68970	0
AT1G68980	161.50
AT1G68990	340.50
AT1G69000	0
AT1G69010	322
AT1G69020	61
AT1G69030	454.50
AT1G69040	336.50
AT1G69050	7
AT1G69060	279.50
AT1G69070	501
AT1G69080	72
AT1G69090	0
AT1G69100	0
AT1G69120	0
AT1G69130	0
AT1G69150	0
AT1G69160	90
AT1G69170	133
AT1G69180	0
AT1G69190	0
AT1G69200	637.75
AT1G69210	69
AT1G69220	808
AT1G69230	27
AT1G69240	0
AT1G69250	589
AT1G69252	784.33
AT1G69260	155
AT1G69270	410.50
AT1G69280	55
AT1G69290	109
AT1G69295	986.50
AT1G69300	0
AT1G69310	147
AT1G69320	10
AT1G69325	2
AT1G69330	221
AT1G69340	954
AT1G69350	29.50
AT1G69360	264
AT1G69370	143
AT1G69380	135
AT1G69390	1154
AT1G69400	31
AT1G69410	1740
AT1G69420	1383.25
AT1G69430	22
AT1G69440	235
AT1G69450	507.50
AT1G69460	1280.50
AT1G69470	0
AT1G69480	33
AT1G69485	10
AT1G69490	75.50
AT1G69500	0
AT1G69510	1592.25
AT1G69520	129.50
AT1G69523	287.50
AT1G69526	45
AT1G69530	3177.25
AT1G69540	3
AT1G69550	1011.00
AT1G69560	2
AT1G69570	60
AT1G69572	52
AT1G69580	99.50
AT1G69587	80.50
AT1G69588	7.50
AT1G69600	9
AT1G69610	366
AT1G69620	3900.50
AT1G69630	0
AT1G69640	934
AT1G69650	0
AT1G69660	0
AT1G69670	267
AT1G69680	135.00
AT1G69690	584
AT1G69700	335.50
AT1G69710	7
AT1G69720	459.50
AT1G69730	1380
AT1G69740	4562.50
AT1G69750	262.50
AT1G69760	442
AT1G69770	482
AT1G69780	358
AT1G69790	71.50
AT1G69792	0
AT1G69795	0
AT1G69797	0
AT1G69800	288
AT1G69810	27
AT1G69818	0
AT1G69820	0
AT1G69825	0
AT1G69828	0
AT1G69830	2506.50
AT1G69840	2184.50
AT1G69850	836.50
AT1G69860	1
AT1G69870	3009.75
AT1G69880	13
AT1G69890	319
AT1G69900	250.50
AT1G69910	231
AT1G69920	0
AT1G69930	107
AT1G69935	618
AT1G69940	0
AT1G69960	813
AT1G69970	32
AT1G69980	356
AT1G69990	0
AT1G70000	478
AT1G70020	10
AT1G70030	1
AT1G70040	0
AT1G70050	0
AT1G70060	638.50
AT1G70070	1531
AT1G70080	0
AT1G70090	1978
AT1G70100	510.50
AT1G70110	0
AT1G70120	0
AT1G70130	0
AT1G70140	155
AT1G70150	188
AT1G70160	2557.00
AT1G70170	77
AT1G70180	427.50
AT1G70185	3
AT1G70190	379.50
AT1G70200	1381.50
AT1G70209	0.50
AT1G70210	363
AT1G70220	0
AT1G70230	445
AT1G70250	507.50
AT1G70260	24
AT1G70270	12
AT1G70280	765
AT1G70290	703.50
AT1G70300	114
AT1G70310	1493
AT1G70320	3621
AT1G70330	681.75
AT1G70340	249.75
AT1G70350	124
AT1G70360	66
AT1G70370	4829
AT1G70380	0
AT1G70390	1
AT1G70400	0
AT1G70410	4384.00
AT1G70420	149
AT1G70430	68
AT1G70440	4
AT1G70450	0
AT1G70460	11
AT1G70470	64
AT1G70480	641.75
AT1G70490	4789.25
AT1G70500	14.50
AT1G70505	79
AT1G70510	13
AT1G70518	140.50
AT1G70520	1224.50
AT1G70530	746.50
AT1G70540	0
AT1G70550	290.33
AT1G70560	66.50
AT1G70570	819.00
AT1G70580	1931.00
AT1G70581	9
AT1G70590	374
AT1G70600	5087
AT1G70610	881.00
AT1G70620	1026.83
AT1G70630	112
AT1G70640	7
AT1G70645	0
AT1G70650	506.17
AT1G70660	496.67
AT1G70670	180
AT1G70680	0
AT1G70690	426.50
AT1G70700	2019.00
AT1G70710	350
AT1G70720	0.25
AT1G70730	4534.62
AT1G70740	346
AT1G70750	393.50
AT1G70760	2309.42
AT1G70770	4035.25
AT1G70780	2370.42
AT1G70782	2370.42
AT1G70790	188
AT1G70800	218.50
AT1G70810	971
AT1G70820	1782.50
AT1G70830	3510.25
AT1G70840	0.50
AT1G70850	27.75
AT1G70860	0
AT1G70870	0
AT1G70880	4
AT1G70890	2629.28
AT1G70895	72
AT1G70900	759
AT1G70910	4
AT1G70920	13
AT1G70940	2960
AT1G70944	0
AT1G70949	0
AT1G70950	16
AT1G70960	0
AT1G70970	0
AT1G70980	496
AT1G70985	74
AT1G70990	17
AT1G71000	6
AT1G71002	0
AT1G71010	1138.50
AT1G71015	23
AT1G71020	350.50
AT1G71030	199
AT1G71040	1917.50
AT1G71050	130.25
AT1G71060	61
AT1G71070	555.50
AT1G71080	626
AT1G71090	905.50
AT1G71100	569
AT1G71110	249
AT1G71120	0.50
AT1G71130	186
AT1G71140	219.50
AT1G71150	0
AT1G71160	0
AT1G71170	364
AT1G71180	453.33
AT1G71190	332.33
AT1G71200	0
AT1G71210	296
AT1G71220	2449.08
AT1G71230	98
AT1G71235	0
AT1G71240	407.50
AT1G71250	10.50
AT1G71260	359.50
AT1G71270	879.00
AT1G71280	1.75
AT1G71290	0
AT1G71300	3
AT1G71310	229.50
AT1G71320	0
AT1G71330	44
AT1G71340	408
AT1G71350	388.50
AT1G71360	272
AT1G71370	0.25
AT1G71380	1
AT1G71390	254.50
AT1G71400	31
AT1G71410	933.50
AT1G71420	16
AT1G71430	165.50
AT1G71440	358.00
AT1G71450	0
AT1G71460	145.50
AT1G71470	0
AT1G71480	646.67
AT1G71490	220.17
AT1G71500	7161.33
AT1G71520	3
AT1G71528	53.50
AT1G71530	53.50
AT1G71680	0
AT1G71690	4
AT1G71691	0
AT1G71692	0
AT1G71695	2448.83
AT1G71696	260
AT1G71697	344
AT1G71700	2
AT1G71710	715
AT1G71720	837.50
AT1G71730	674
AT1G71740	1
AT1G71750	88
AT1G71760	26
AT1G71770	4
AT1G71780	357
AT1G71790	222
AT1G71800	330.50
AT1G71810	845.50
AT1G71820	1912.83
AT1G71828	3
AT1G71830	80
AT1G71840	1172.50
AT1G71850	161
AT1G71860	958
AT1G71865	144.83
AT1G71866	16.83
AT1G71870	25
AT1G71880	4404
AT1G71890	31
AT1G71900	396
AT1G71910	104.50
AT1G71920	220.83
AT1G71930	7
AT1G71940	178
AT1G71950	840
AT1G71960	198
AT1G71970	209
AT1G71980	1070.50
AT1G71990	43
AT1G72000	7
AT1G72010	1044.50
AT1G72020	2976.50
AT1G72030	826.25
AT1G72040	731
AT1G72050	593.50
AT1G72060	69
AT1G72070	87
AT1G72080	0
AT1G72090	512
AT1G72100	0
AT1G72110	1
AT1G72120	162
AT1G72125	5
AT1G72130	265
AT1G72140	67.33
AT1G72141	0
AT1G72150	9788.83
AT1G72160	1668.33
AT1G72170	451
AT1G72175	239.00
AT1G72180	2264.50
AT1G72190	220.50
AT1G72200	40.50
AT1G72210	58.50
AT1G72220	24.50
AT1G72230	138
AT1G72240	181.50
AT1G72250	103
AT1G72260	6
AT1G72270	118.50
AT1G72280	473
AT1G72290	1.50
AT1G72300	357.50
AT1G72310	181
AT1G72320	613.50
AT1G72330	736.50
AT1G72340	589.50
AT1G72350	0
AT1G72360	74
AT1G72370	7764.25
AT1G72390	643.50
AT1G72410	600
AT1G72416	477
AT1G72420	119
AT1G72430	1817
AT1G72440	627
AT1G72450	1331.50
AT1G72460	0
AT1G72470	435
AT1G72480	796.50
AT1G72490	10
AT1G72500	331
AT1G72510	1152.50
AT1G72520	879
AT1G72530	17
AT1G72540	104
AT1G72550	1072.33
AT1G72560	497
AT1G72570	0.50
AT1G72580	0
AT1G72590	0.33
AT1G72600	19090.67
AT1G72610	19041.67
AT1G72620	3
AT1G72630	220
AT1G72640	1054.92
AT1G72645	397
AT1G72650	398.50
AT1G72660	0
AT1G72670	66
AT1G72680	1080.50
AT1G72690	67
AT1G72700	1547.67
AT1G72710	2764.83
AT1G72720	12
AT1G72730	222
AT1G72740	539
AT1G72750	1283.33
AT1G72760	5
AT1G72770	1283
AT1G72780	0
AT1G72790	384
AT1G72800	133
AT1G72810	211
AT1G72820	296
AT1G72830	207
AT1G72840	103.50
AT1G72850	25.50
AT1G72852	19
AT1G72855	47.67
AT1G72860	51.67
AT1G72870	9
AT1G72880	553.50
AT1G72890	277
AT1G72900	1301.83
AT1G72910	1908.05
AT1G72920	246.50
AT1G72930	6941.95
AT1G72940	308.33
AT1G72950	52.67
AT1G72960	3.50
AT1G72970	1623
AT1G72980	0
AT1G72990	134
AT1G73000	3
AT1G73010	43
AT1G73020	342.50
AT1G73030	1496.67
AT1G73040	41.50
AT1G73050	0
AT1G73060	3440.00
AT1G73066	5.50
AT1G73080	494.33
AT1G73090	219.50
AT1G73100	333
AT1G73110	1170.83
AT1G73120	0.50
AT1G73130	146.33
AT1G73140	20.50
AT1G73150	140
AT1G73160	0
AT1G73165	0
AT1G73170	899.50
AT1G73177	105
AT1G73180	661.50
AT1G73190	8
AT1G73200	798
AT1G73210	65
AT1G73220	33.50
AT1G73230	2476.83
AT1G73240	272
AT1G73250	376.72
AT1G73260	97.50
AT1G73270	1
AT1G73280	0
AT1G73290	1
AT1G73300	0
AT1G73310	97.50
AT1G73320	88
AT1G73325	77
AT1G73330	784
AT1G73340	1
AT1G73350	324
AT1G73360	116
AT1G73370	78
AT1G73380	270
AT1G73390	532
AT1G73400	84
AT1G73410	0.33
AT1G73430	856
AT1G73440	155.50
AT1G73450	253.78
AT1G73460	583.55
AT1G73470	648.50
AT1G73480	496.00
AT1G73490	803
AT1G73500	566.50
AT1G73510	0
AT1G73530	842
AT1G73540	193.50
AT1G73550	8
AT1G73560	0
AT1G73570	144
AT1G73580	0
AT1G73590	140.50
AT1G73600	3269.25
AT1G73602	3260.25
AT1G73603	0
AT1G73607	0
AT1G73610	0
AT1G73620	77
AT1G73630	104
AT1G73640	30.33
AT1G73650	1428.75
AT1G73655	4657.50
AT1G73660	661
AT1G73670	694
AT1G73680	690.67
AT1G73687	1
AT1G73690	28
AT1G73700	13
AT1G73710	341
AT1G73720	429
AT1G73730	317.50
AT1G73740	470
AT1G73750	213
AT1G73760	512
AT1G73770	69.50
AT1G73780	0
AT1G73790	93.50
AT1G73805	2692
AT1G73810	256
AT1G73820	243.50
AT1G73830	102
AT1G73840	523
AT1G73850	58
AT1G73860	1
AT1G73870	158
AT1G73875	187.50
AT1G73880	101
AT1G73885	5137.50
AT1G73890	34.50
AT1G73900	0
AT1G73910	6
AT1G73920	1375.50
AT1G73930	426.17
AT1G73940	383.50
AT1G73950	223.50
AT1G73960	674.50
AT1G73965	8
AT1G73970	301.50
AT1G73980	631
AT1G73990	1596
AT1G74000	30
AT1G74010	80
AT1G74020	659
AT1G74030	324.50
AT1G74040	849
AT1G74045	0
AT1G74050	3238.83
AT1G74055	0
AT1G74060	2280.17
AT1G74070	1132
AT1G74080	5.50
AT1G74088	60
AT1G74090	660
AT1G74100	1389
AT1G74110	0
AT1G74120	108
AT1G74130	0
AT1G74140	13
AT1G74150	17
AT1G74160	578
